,Rk,Age,Pos,GP,G,A,P,PIM,+/-,TOI,PP,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,HITS,BS,FOW,FOL,Unnamed: 0,start_year,team_id,id,primary_number,current_age,height,weight
OTP,-0.5873544529261855,-0.07404007988929663,-0.1342215496633,0.3554574687398375,0.6176739899233187,0.6996422439169799,0.712023540796212,0.14876854971655296,0.24234060689249087,0.4489034817395231,0.6022154949330734,0.6017782927994453,0.5259818789736186,0.16503011076116705,0.613714306625725,0.7592642077856265,0.6546978241450175,0.6439067682068327,0.10999842567904627,0.6754947683512269,0.8717657478735124,0.6812008182624963,0.6598820392757535,0.1720119487169087,0.7351360919288331,1.0,0.4495421214674273,0.4128225584861893,0.512687616548523,0.4334767103327519,0.3296234972370085,0.45649885112153066,0.1941933219376501,0.12910270315206196,0.1874207607174251,0.5683985383128745,0.628078043863532,0.6689768059670154,0.6272426324868692,-0.0024840843411020274,0.10554519302273169,0.28704833712736,0.2997720392011541,0.04048462316400248,,0.008969747868990364,0.01737612007297863,0.07841753606199799,-0.08035734439727647,-0.08330394900800031,-0.043455292566202536
G/60,-0.6789502218649207,-0.06702801092842428,-0.6107669948844944,0.31908655033665917,0.8940668319496041,0.5145258560518333,0.7204893373952754,0.13348328344851643,0.23246008259000459,0.10247812377307645,0.6126604285216024,0.8815698533509678,0.7286131675162393,0.2769574102527668,0.7375699719521333,0.42868721511711794,0.5041641010290157,0.44401607836479906,0.04434161652260184,0.436644499853477,0.32586827635877924,0.723002345429157,0.6050980808957023,0.2055036388933247,0.6343693122108243,0.4495421214674273,1.0,0.37050086847100144,0.7511150764820573,0.9653798732123234,0.3142574005434315,0.7091033736191942,0.4772981406599888,0.05593573979453083,0.21706362032959142,0.9627330799431647,0.45876236284623867,0.7516093548741667,0.6579103149761218,-0.00805097906710957,-0.31754370868288173,0.34281476944197764,0.3600625900222655,-0.02161513420371485,,-0.03701284267617044,0.009640730098729988,0.11764871607150257,-0.07739038384500413,-0.13133469476612078,-0.07361526368819324
A/60,-0.44795073776673566,-0.0013626472230237616,-0.2018017666492889,0.08383535767796733,0.4461161963429301,0.5914586361018376,0.5691628410861241,-0.01962458121911064,0.27326676262758265,0.18627078793538396,0.5134634237215328,0.41859863830646554,0.418624859362021,0.09071923309093562,0.39569540642974393,0.29658476200004447,0.5480631293132117,0.5570229664833738,0.09233040745359583,0.5196607401695473,0.37218753796634346,0.5315163368332967,0.5573283089329188,0.11606886072504781,0.5296029933721207,0.4128225584861893,0.37050086847100144,1.0,0.891476915043406,0.3408166768492057,0.9437068011432393,0.8602934954805334,0.16181946393917856,0.15218220606426092,0.19774164932114233,0.4394992901721674,0.8448226556958593,0.7485833811620801,0.3924849178615354,-0.19977370937660824,-0.14605460789464358,0.18432378830696192,0.1890623356116899,0.03162987195838724,,0.014972120222212993,-0.029404550162708327,0.10728723035082167,-0.009420313492214644,-0.1590066653773789,-0.14334953564401745
P/60,-0.6495655572735084,-0.03366253698609225,-0.44134853184047873,0.21522652422338678,0.7531930872904172,0.671358131748686,0.7559785600020387,0.051177506217013044,0.30758389879365167,0.18238768457890217,0.663806479341105,0.7275454360413145,0.6529421956726768,0.19953146536143856,0.6410130394288823,0.41990441669306844,0.635458627188784,0.6124968214855809,0.0872122509641263,0.5823418106745184,0.4234777140305981,0.7304490380651243,0.6912838590380882,0.18268446520583081,0.6858525947133396,0.512687616548523,0.7511150764820573,0.891476915043406,1.0,0.7131293783437833,0.8240252671727881,0.9573384541762189,0.3478259502859979,0.13545512965879603,0.24642967749193423,0.7819845156785235,0.8242412943098271,0.8986851392360261,0.599884180526746,-0.14592782528760806,-0.25870097764406214,0.29819620340788144,0.30997965698769586,0.011935944967240654,,-0.007408526788366205,-0.01621420297493877,0.13347556110806585,-0.044445532603459126,-0.1770801167703401,-0.13780239989593326
ESG/60,-0.6460558440765551,-0.07815119362720517,-0.6183015209584576,0.309674704295213,0.8423008988082143,0.4695402371819298,0.6692559775106572,0.14372982231335332,0.2431526029936633,0.061126460100829526,0.5339118273492566,0.8860788859376374,0.5712105901080293,0.24022019425920615,0.6971128720080416,0.420772622101546,0.4705904158626023,0.3863297150608518,0.05597308961744005,0.4013672311072299,0.308659177139841,0.7046564640076329,0.5009312004379479,0.1892185755458862,0.5920615860236643,0.4334767103327519,0.9653798732123234,0.3408166768492057,0.7131293783437833,1.0,0.29916121897889536,0.7152180205775752,0.33124677852687934,0.044546096201982605,0.15597789508910195,0.9127952441517665,0.41428367790303644,0.6994433840950438,0.6118914281455512,0.01510575172496065,-0.3165910406407213,0.3291954222765221,0.3477341368864517,-0.014986609525642944,,-0.02715952384618205,0.02726598641897652,0.10794419818492078,-0.08834017269037299,-0.14441595333355176,-0.09220708428432287
ESA/60,-0.37578016517710106,0.0042736546768022445,-0.19802666673257927,0.07354327995969029,0.37432444501988227,0.47248534630080646,0.46266723251614206,0.0016361623073972193,0.27812030820224215,0.0931613051088314,0.34172623751582276,0.3602169765828162,0.32654268988877466,0.103634169679492,0.3268793681691196,0.22623650021689803,0.4994482748595351,0.34565449997454645,0.06427297384175716,0.4104447917241867,0.30512281355121246,0.4743512509270389,0.3730373360148957,0.10677478948628875,0.4250041773983895,0.3296234972370085,0.3142574005434315,0.9437068011432393,0.8240252671727881,0.29916121897889536,1.0,0.8808587686510343,0.13259528264767162,0.00047227290179432545,0.046263328182601586,0.36129859803906583,0.7172600220024984,0.6299350434113614,0.3140820605969873,-0.14814759295775912,-0.1425219004001796,0.17542981705896216,0.18029437888040825,0.046122298157672534,,0.03675052111878162,-0.022099822283580945,0.09003337048602787,0.00015119847274212326,-0.11268555801522132,-0.10462823101085401
ESP/60,-0.5957510888625142,-0.03560055611844451,-0.45175110090386894,0.20751992433483235,0.6920535788422852,0.579035974267857,0.6709205789972019,0.07250606082105049,0.3243634007280573,0.09858270961296331,0.5151638482161021,0.7034368063169996,0.5225756037818386,0.1950520753168981,0.5852857861060611,0.37446601723669626,0.5993112576112206,0.44484673249741036,0.07483256235992251,0.49977259208109065,0.37662907021242154,0.6970429466479496,0.5217617274340911,0.17205276893481664,0.6050438184773521,0.45649885112153066,0.7091033736191942,0.8602934954805334,0.9573384541762189,0.7152180205775752,0.8808587686510343,1.0,0.26142463870463695,0.022439876256704207,0.1112521254416209,0.7174768381966642,0.7308943055054401,0.8083997294267499,0.5336295893708283,-0.10099561697788746,-0.2614228308553932,0.29179837347891807,0.30456267161234457,0.026338095712673055,,0.013423916798731127,-0.0027039432172947277,0.1195998873028059,-0.043672329598898094,-0.15417303385629264,-0.12232069407883282
PPG/60,-0.32839814636613995,-0.00932364695761549,-0.25033019542004503,0.1454319138347995,0.43648537672638726,0.25746829309632085,0.355675278110267,0.020592099496620542,0.07141749923772865,0.11830651946082932,0.33686040326619954,0.3475279513781059,0.5325654606494074,0.14069882916353005,0.36148577623711403,0.1825315158781915,0.24600766683412698,0.23469040915506395,0.0019794878770721864,0.2016997285671457,0.14276167259799347,0.313834217638906,0.37988356997592104,0.09152415170441301,0.30274887623655056,0.1941933219376501,0.4772981406599888,0.16181946393917856,0.3478259502859979,0.33124677852687934,0.13259528264767162,0.26142463870463695,1.0,0.01889620668256234,0.3631692302880638,0.48075203107127346,0.22514134744502678,0.3727249735624128,0.32378968417957055,-0.029051421273858596,-0.13623004195652608,0.20702973896423027,0.20354377097480555,-0.019034894172167503,,-0.04026608630124922,0.008234589964899638,0.013934571935025689,-0.012521749566067508,-0.04682151181654318,-0.004065858113342734
PPA/60,-0.08949797109727858,-0.07538085085686874,-0.04415992148846845,-0.022120952846768495,0.0912453271811263,0.1749761125184703,0.150238001890117,-0.050516890088708466,0.05201379413540335,0.11730109561097292,0.1807573155596677,0.07555313568442733,0.10386821851944514,0.035628788025587714,0.10511342857704789,0.09769607481123498,0.10144602310252752,0.2638465994009054,0.025618783064395,0.15545255459206983,0.11268016282645475,0.09747380238038694,0.22553545296502645,0.0389155505847282,0.15222984223876046,0.12910270315206196,0.05593573979453083,0.15218220606426092,0.13545512965879603,0.044546096201982605,0.00047227290179432545,0.022439876256704207,0.01889620668256234,1.0,0.9384193534943804,0.0905243836372906,0.2212860313462976,0.18435427890423184,0.08798779785633173,-0.10781208325331278,-0.0272229822770521,0.049257390569522545,0.0505549990908251,-0.004907770506413731,,-0.021015706418601274,0.04327464924527781,0.016929077809124237,-0.07388400013283773,-0.1289957630519793,-0.15759177261738125
PPP/60,-0.19688652225445374,-0.07346725937785879,-0.12765644546922034,0.029640981305891847,0.23586582684260174,0.2520357184648653,0.2629179871082812,-0.03996235342033029,0.07314969070133166,0.15019645572534465,0.28485779087346946,0.1905002653731789,0.28083422014083026,0.0818222453155226,0.22287032307837829,0.15412273938568824,0.1795511600366416,0.3269846910546903,0.024558612379396445,0.2145694013252167,0.15434272596623275,0.1992865952137007,0.34145600569280593,0.0678926906807301,0.24648346068083932,0.1874207607174251,0.21706362032959142,0.19774164932114233,0.24642967749193423,0.15597789508910195,0.046263328182601586,0.1112521254416209,0.3631692302880638,0.9384193534943804,1.0,0.2504911896594849,0.284021870285091,0.3006035005920932,0.19388714870226517,-0.11050756217396737,-0.07244338874806477,0.1174433902998983,0.11744734115691893,-0.011155686938555186,,-0.0335016958214853,0.04317014852568557,0.020587506967569138,-0.07317684440297276,-0.1363895322569909,-0.14826207878470807
G/GP,-0.7620266823849753,-0.06406231923486147,-0.5063277519810708,0.37534553824668526,0.9533803202984714,0.6577892082272868,0.8348961557506038,0.1779789446210623,0.2730115375442938,0.349956128153828,0.7328969525723249,0.9244116083872901,0.8137008255992563,0.2942008514201874,0.7966031904139507,0.5267035251091781,0.6234429032678263,0.5737569530513638,0.08439591102473185,0.5597156982823454,0.4192769579660199,0.8148830395761004,0.7297638170689633,0.23785919538545888,0.7483802027314235,0.5683985383128745,0.9627330799431647,0.4394992901721674,0.7819845156785235,0.9127952441517665,0.36129859803906583,0.7174768381966642,0.48075203107127346,0.0905243836372906,0.2504911896594849,1.0,0.6146144433173601,0.8647660338617278,0.7565441439823841,-0.004134409750473732,-0.18110426713153147,0.37701927446166744,0.3892015133276072,-0.020385060564310983,,-0.03481015325548754,-0.00037831754843901217,0.10525310541428759,-0.07477696117891683,-0.14270953008438914,-0.06254121497541694
A/GP,-0.7126695421176636,0.0021640383840696486,-0.15973536411119954,0.30277539813784576,0.6265480476146976,0.879778025533972,0.828674348212418,0.100729161966485,0.3631509326177871,0.5788517457460233,0.7626739091482181,0.5869735856145686,0.5886813538982287,0.1455806483251367,0.550081213917214,0.45793035691154416,0.8106793297060774,0.8214364842203523,0.18702231558546592,0.7725564078063079,0.5602601142127807,0.764617393507226,0.8084610264304286,0.20460923717078944,0.7709347542332281,0.628078043863532,0.45876236284623867,0.8448226556958593,0.8242412943098271,0.41428367790303644,0.7172600220024984,0.7308943055054401,0.22514134744502678,0.2212860313462976,0.284021870285091,0.6146144433173601,1.0,0.9276254282293873,0.6413986727759957,-0.13305355427700769,0.08624056595718103,0.24832162451706388,0.2494053302308297,0.016828849487201786,,0.0018710728534225838,-0.06000022561417734,0.07765715942276005,-0.005556050498149947,-0.16326504384996476,-0.09939273101475492
P/GP,-0.81448264768417,-0.029000877328961193,-0.3414521885336972,0.37043585154561587,0.8502745510545915,0.8715208148446957,0.9228466329675793,0.14835534453580035,0.3618914634548946,0.5341752354123777,0.8325320487659513,0.8113782326550032,0.760005236404848,0.23196893727319373,0.727366111779965,0.5409203377474262,0.8144553810901866,0.7975925085389102,0.15948145779799042,0.7597052699721005,0.5573429541927533,0.8763009366306891,0.8636624763445758,0.24386921277741902,0.8451072079239524,0.6689768059670154,0.7516093548741667,0.7485833811620801,0.8986851392360261,0.6994433840950438,0.6299350434113614,0.8083997294267499,0.3727249735624128,0.18435427890423184,0.3006035005920932,0.8647660338617278,0.9276254282293873,1.0,0.7698280592611746,-0.08671999141831463,-0.030884531968296155,0.3381144031165818,0.3445901449060823,0.0010686586690471284,,-0.015286796128113801,-0.038344758438624574,0.0992611554325781,-0.038974901921113574,-0.1714720757654772,-0.09286192877629562
SHOTS,-0.8988820778555033,0.0052630526577587535,-0.23264836189647006,0.7304936858043919,0.8504933086773467,0.8269472770114203,0.8967701560826152,0.33329651744540334,0.2593546333108797,0.5701042989855722,0.7244672661114184,0.829801406810299,0.7112061825765681,0.267536263657582,0.6948309012981652,0.4988477594892451,0.8215441118471303,0.6796797211624279,0.2095556116617481,0.7192725740284466,0.5292785012813184,0.8921198995783403,0.7616694588123,0.3029846124756554,0.8018196324190757,0.6272426324868692,0.6579103149761218,0.3924849178615354,0.599884180526746,0.6118914281455512,0.3140820605969873,0.5336295893708283,0.32378968417957055,0.08798779785633173,0.19388714870226517,0.7565441439823841,0.6413986727759957,0.7698280592611746,1.0,0.1994459696168939,0.20903661867359108,0.33423362344020824,0.33807713014056784,-0.0028160489716202025,,-0.012429913103350789,-0.0866636626280936,0.06037159070176008,-0.0018042923926132077,-0.0554075674563962,0.04342404407281365
HITS,-0.18061446341860166,0.06752939633309876,0.015828956301356275,0.4822590063593342,0.08151455340625614,0.048109631962155015,0.0662960946303368,0.6427614399288148,0.08873011652915054,0.11309507442211796,-0.14532875553383112,0.11454110138239626,-0.02336147190008982,0.10621491315725172,0.048128417433507154,0.007922475926033403,0.10770177529070787,-0.07688937251564537,0.10315893246855386,0.044988519555414455,-0.011372743222192769,0.1184825070111236,-0.06389054526059669,0.13195801145084862,0.05414910329638358,-0.0024840843411020274,-0.00805097906710957,-0.19977370937660824,-0.14592782528760806,0.01510575172496065,-0.14814759295775912,-0.10099561697788746,-0.029051421273858596,-0.10781208325331278,-0.11050756217396737,-0.004134409750473732,-0.13305355427700769,-0.08671999141831463,0.1994459696168939,1.0,0.3791059228158268,0.0653638634292539,0.05432076230488088,-0.01822652565066558,,-0.008656023823747666,-0.08113086263651086,-0.09482379649337354,0.0704200192830835,0.2230618956784553,0.3697391568574022
BS,-0.22967006104660415,0.14266700455400358,0.5331679149992964,0.4694802480849011,-0.08979945784321475,0.23973080449350506,0.11012637166263292,0.2590909332522418,0.12606915722021517,0.5908385583764443,-0.02154512477024248,-0.08426654369525263,-0.08355287793614762,-0.0234972640908588,-0.06920986605575126,0.041283958932937945,0.26884794341938156,0.11861479684969647,0.2067179949266734,0.18846131994590556,0.11802445200243576,0.11957358095480898,0.04623798046244253,0.11236881953990074,0.09582326367659912,0.10554519302273169,-0.31754370868288173,-0.14605460789464358,-0.25870097764406214,-0.3165910406407213,-0.1425219004001796,-0.2614228308553932,-0.13623004195652608,-0.0272229822770521,-0.07244338874806477,-0.18110426713153147,0.08624056595718103,-0.030884531968296155,0.20903661867359108,0.3791059228158268,1.0,-0.09135115667788099,-0.11109326886025525,0.018659450638012224,,0.013393913588737488,-0.16065289863132728,-0.1392653463600586,0.146576795435129,0.212076130982058,0.2538365238884743
FOW,-0.3674958453191182,0.09632059574736936,-0.37481067613099567,0.2759883459998974,0.4209311385931023,0.3216946357134741,0.3889763164766835,0.08955894444435628,0.06409417515548897,0.10045405636176688,0.31745710701025714,0.3927538556680051,0.38802936261490495,0.1450064095838771,0.32444617961249494,0.2383084584990684,0.3160082763263523,0.25570681677453955,0.21024704642405026,0.29885105751594887,0.23469029211172557,0.3778373754459476,0.3356133573433962,0.2247927996500612,0.3498612513777353,0.28704833712736,0.34281476944197764,0.18432378830696192,0.29819620340788144,0.3291954222765221,0.17542981705896216,0.29179837347891807,0.20702973896423027,0.049257390569522545,0.1174433902998983,0.37701927446166744,0.24832162451706388,0.3381144031165818,0.33423362344020824,0.0653638634292539,-0.09135115667788099,1.0,0.976960307923476,-0.014686254364539254,,-0.01678251630183672,-0.12729212888011654,0.02272951438631109,0.09962628513993713,0.009881570378647033,0.0568732439612422
FOL,-0.3829763853987407,0.047515518705431366,-0.4045868588042842,0.2877380318341563,0.4330891313710833,0.32494617501718726,0.39642803441480196,0.10102066517142579,0.04990502559774676,0.08931468900919308,0.32548101560115733,0.4080953920055398,0.3872614999931589,0.16639029429702062,0.34150697373119737,0.2506610033943082,0.32124309476121593,0.25550278986328057,0.20762807278329587,0.29628305239021846,0.2437489568295543,0.3882615922433345,0.3351589387625864,0.23687333172604352,0.35613383895871836,0.2997720392011541,0.3600625900222655,0.1890623356116899,0.30997965698769586,0.3477341368864517,0.18029437888040825,0.30456267161234457,0.20354377097480555,0.0505549990908251,0.11744734115691893,0.3892015133276072,0.2494053302308297,0.3445901449060823,0.33807713014056784,0.05432076230488088,-0.11109326886025525,0.976960307923476,1.0,-0.016633713271998946,,-0.01995025980293042,-0.08342845659361951,0.033300905779113904,0.05173733197379895,0.011688264899850401,0.03417803200547768
Unnamed: 0,0.01850034166370827,0.06515817990581327,0.023851703939563734,-0.01527779207733633,-0.021298313337096114,0.0006196114581602337,-0.009069164830039864,0.005785272856936643,0.043724296600281994,-0.03973187830183159,-0.0002906912657980488,-0.019105679482354546,-0.029699141267096704,0.03495463329039176,-0.020255506949329993,0.01945638635598869,0.026727470547114517,-0.004677048728336859,-0.06828348586155282,0.001251484194128968,0.04959165250103451,0.012612831783542005,-0.012893667516526963,-0.01721861589775983,-0.01483422778246447,0.04048462316400248,-0.02161513420371485,0.03162987195838724,0.011935944967240654,-0.014986609525642944,0.046122298157672534,0.026338095712673055,-0.019034894172167503,-0.004907770506413731,-0.011155686938555186,-0.020385060564310983,0.016828849487201786,0.0010686586690471284,-0.0028160489716202025,-0.01822652565066558,0.018659450638012224,-0.014686254364539254,-0.016633713271998946,1.0,,0.9192783857892681,-0.05388730744308157,0.015816207022182335,0.062421804312333434,0.028925052899607968,0.015758565575844142
start_year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
team_id,0.03299733567255268,0.07024467965255311,0.03181739182663657,-0.025415391785294037,-0.03866628688461591,-0.01648060511580765,-0.027480441361619888,-0.0018199203756433938,0.02565933251445867,-0.04480241158706241,-0.010514364260619741,-0.03413122818089755,-0.04730278007532328,0.02372573807909744,-0.04033825379175225,-0.008288609317463048,0.015044256015188445,-0.025997510293647812,-0.04777695552504394,-0.012481914754131873,0.025715513997838464,-0.0008379913134763165,-0.03462386507070231,-0.01102551194637953,-0.03416841261164856,0.008969747868990364,-0.03701284267617044,0.014972120222212993,-0.007408526788366205,-0.02715952384618205,0.03675052111878162,0.013423916798731127,-0.04026608630124922,-0.021015706418601274,-0.0335016958214853,-0.03481015325548754,0.0018710728534225838,-0.015286796128113801,-0.012429913103350789,-0.008656023823747666,0.013393913588737488,-0.01678251630183672,-0.01995025980293042,0.9192783857892681,,1.0,-0.06777701230547782,0.004365474704452424,0.06924892764551539,0.05575395698926119,0.01786143215044948
id,0.08612801616889676,-0.9146205110256593,-0.055197886208198974,-0.1352736439650202,-0.00933223079830223,-0.09147110262398951,-0.06137695256206719,-0.1199428586047837,-0.007550725037901837,-0.060655170901779874,-0.0708928655194598,0.011963223597105544,-0.055977961857791934,0.009577441473258997,0.03384095154574813,0.08068488808033702,-0.10808543830773348,-0.09093312466375042,-0.049177942594552514,-0.09044458507912409,-0.043033251704809754,-0.0669868029804719,-0.0900032105282699,-0.0280140994079439,-0.034327259615273595,0.01737612007297863,0.009640730098729988,-0.029404550162708327,-0.01621420297493877,0.02726598641897652,-0.022099822283580945,-0.0027039432172947277,0.008234589964899638,0.04327464924527781,0.04317014852568557,-0.00037831754843901217,-0.06000022561417734,-0.038344758438624574,-0.0866636626280936,-0.08113086263651086,-0.16065289863132728,-0.12729212888011654,-0.08342845659361951,-0.05388730744308157,,-0.06777701230547782,1.0,0.07647938804003551,-0.9190095043468886,-0.09991188161934826,-0.28630421772006714
primary_number,-0.05120481367655114,-0.07366863833932266,-0.0999744328744273,0.007211949447363531,0.105703006231601,0.08049247159598731,0.09731328881966964,0.0125026739570856,-0.005769811233261916,-0.0595757634994996,0.05983308921460887,0.10123551715317444,0.10369928063350528,-0.022217296355067872,0.09186722132509098,0.03343354454821969,0.06628839172438397,0.09715941325342885,-0.07833806457159266,0.05200411986501518,0.08762187480317053,0.08795112769667182,0.10956136784084632,-0.06402017464776136,0.07803697925877381,0.07841753606199799,0.11764871607150257,0.10728723035082167,0.13347556110806585,0.10794419818492078,0.09003337048602787,0.1195998873028059,0.013934571935025689,0.016929077809124237,0.020587506967569138,0.10525310541428759,0.07765715942276005,0.0992611554325781,0.06037159070176008,-0.09482379649337354,-0.1392653463600586,0.02272951438631109,0.033300905779113904,0.015816207022182335,,0.004365474704452424,0.07647938804003551,1.0,-0.0693248741791665,-0.09261729305493503,-0.07446302816068556
current_age,0.0010733907947012662,0.9927435678403198,0.07807611054971786,0.07746065314961681,-0.06964914103126302,0.01656944311540782,-0.020558073519876055,0.0658914132020124,0.008151685962780495,0.003079333689657942,-0.025778759453411813,-0.08832538598388791,-0.01798328222566367,-0.0030677035898519747,-0.10017271455051317,-0.13745835938838832,0.03360054555341429,0.02068220419371918,0.04661736769184331,0.02904979928332199,-0.006408390616366099,-0.01556460156161169,0.010260094582831511,0.030838712362795527,-0.0359902634863924,-0.08035734439727647,-0.07739038384500413,-0.009420313492214644,-0.044445532603459126,-0.08834017269037299,0.00015119847274212326,-0.043672329598898094,-0.012521749566067508,-0.07388400013283773,-0.07317684440297276,-0.07477696117891683,-0.005556050498149947,-0.038974901921113574,-0.0018042923926132077,0.0704200192830835,0.146576795435129,0.09962628513993713,0.05173733197379895,0.062421804312333434,,0.06924892764551539,-0.9190095043468886,-0.0693248741791665,1.0,0.040909207185368765,0.2461392248207053
height,0.1331002411145295,0.03337185905463928,0.23105743562652525,-0.0012239919421185008,-0.1340735114992485,-0.1258842479100345,-0.13829667123703637,0.16436887973274986,0.026530204886214277,-0.02784262443287905,-0.17825753358952612,-0.14992050240658492,-0.07581711079697137,-0.018078572059039576,-0.10452257260557761,-0.07995262426198146,-0.08001805218716423,-0.12834640019428525,0.04333373381877685,-0.0774364739047413,-0.049545372700353786,-0.10893571303521102,-0.11459168680117716,0.02181981478973814,-0.1128376840185651,-0.08330394900800031,-0.13133469476612078,-0.1590066653773789,-0.1770801167703401,-0.14441595333355176,-0.11268555801522132,-0.15417303385629264,-0.04682151181654318,-0.1289957630519793,-0.1363895322569909,-0.14270953008438914,-0.16326504384996476,-0.1714720757654772,-0.0554075674563962,0.2230618956784553,0.212076130982058,0.009881570378647033,0.011688264899850401,0.028925052899607968,,0.05575395698926119,-0.09991188161934826,-0.09261729305493503,0.040909207185368765,1.0,0.725415314464556
weight,0.02202000206623028,0.24162396433395328,0.15413450479073765,0.09976659575032036,-0.04843887710157901,-0.035135558142203774,-0.04349201903814388,0.29486911338003347,0.05745276222158306,0.06545043242036222,-0.09547615001321573,-0.06834309824430851,0.011211874143340602,-0.046472429672991575,-0.04281278320421944,-0.07185709332027754,-0.004037612549395703,-0.06348079944395167,0.05054454951401787,-0.013998566811566847,-0.004282883928815149,-0.03078024274347091,-0.0369971703258286,0.003717333255179982,-0.03452245085369636,-0.043455292566202536,-0.07361526368819324,-0.14334953564401745,-0.13780239989593326,-0.09220708428432287,-0.10462823101085401,-0.12232069407883282,-0.004065858113342734,-0.15759177261738125,-0.14826207878470807,-0.06254121497541694,-0.09939273101475492,-0.09286192877629562,0.04342404407281365,0.3697391568574022,0.2538365238884743,0.0568732439612422,0.03417803200547768,0.015758565575844142,,0.01786143215044948,-0.28630421772006714,-0.07446302816068556,0.2461392248207053,0.725415314464556,1.0
