Rk,Name,Team,Age,Pos,GP,G,A,P,PIM,+/-,TOI,ES,PP,SH,ESG,PPG,SHG,GWG,OTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPP%,G/60,A/60,P/60,ESG/60,ESA/60,ESP/60,PPG/60,PPA/60,PPP/60,G/GP,A/GP,P/GP,SHOTS,SH%,HITS,BS,FOW,FOL,FO%,Unnamed: 0,start_year,team_id,team_name,id,primary_number,birth_date,current_age,birth_city,birth_state_province,birth_country,nationality,height,weight,active,alternate_captain,captain,rookie,shoots_catches,roster_status,position_name,position_type,position_abbreviation
16,Alexander Ovechkin,WSH,36,F,77,50,40,90,18,8.0,20:34,15:48,4:45,0:00,33,16,1,5,0,27.0,13.0,0.0,8.0,0.0,60.0,29.0,1.0,13,0,32.2%,1.894,1.515,3.409,1.627,1.331,2.958,2.62,2.129,4.75,0.649,0.519,1.169,334.0,15.0%,155.0,25.0,4.0,9.0,30.77%,,,,,,,,,,,,,,,,,,,,,,,
56,Kristopher Letang,PIT,34,D,78,10,58,68,49,20.0,25:46,20:52,3:28,1:25,8,2,0,3,2,38.0,20.0,0.0,10.0,2.0,46.0,22.0,0.0,13,4,32.4%,0.298,1.731,2.029,0.295,1.4,1.695,0.442,4.419,4.861,0.128,0.744,0.872,214.0,4.7%,171.0,122.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
58,Quinton Hughes,VAN,22,D,76,8,60,68,28,10.0,25:14,20:33,3:28,1:12,8,0,0,1,1,27.0,31.0,2.0,10.0,2.0,35.0,31.0,2.0,11,3,45.6%,0.25,1.876,2.126,0.307,1.037,1.344,0.0,7.03,7.03,0.105,0.789,0.895,150.0,5.3%,19.0,56.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
65,Teuvo Teräväinen,CAR,27,F,77,22,43,65,24,22.0,17:41,13:09,2:56,1:35,11,9,2,2,0,20.0,22.0,1.0,10.0,2.0,31.0,31.0,3.0,12,2,47.7%,0.969,1.893,2.862,0.651,1.184,1.835,2.384,5.827,8.21,0.286,0.558,0.844,202.0,10.9%,15.0,30.0,24.0,20.0,54.55%,,,,,,,,,,,,,,,,,,,,,,,
75,Jakub Vorácek,CBJ,32,F,79,6,56,62,44,-13.0,17:27,14:13,3:12,0:01,4,2,0,2,1,33.0,23.0,0.0,9.0,3.0,37.0,25.0,0.0,11,4,40.3%,0.261,2.437,2.698,0.214,1.762,1.976,0.474,5.446,5.919,0.076,0.709,0.785,147.0,4.1%,27.0,28.0,5.0,28.0,15.15%,,,,,,,,,,,,,,,,,,,,,,,
78,Nicholas Suzuki,MTL,22,F,82,21,40,61,30,-29.0,20:30,15:54,3:05,1:30,12,8,1,4,0,26.0,12.0,2.0,1.0,0.0,38.0,20.0,3.0,5,0,32.8%,0.749,1.427,2.177,0.552,1.196,1.748,1.894,2.841,4.735,0.256,0.488,0.744,186.0,11.3%,89.0,62.0,699.0,711.0,49.57%,,,,,,,,,,,,,,,,,,,,,,,
97,Lucas Raymond,DET,19,F,82,23,34,57,16,-32.0,18:09,15:20,2:47,0:01,18,5,0,2,2,21.0,13.0,0.0,5.0,2.0,39.0,18.0,0.0,7,4,31.6%,0.927,1.37,2.297,0.859,1.002,1.86,1.308,3.401,4.709,0.28,0.415,0.695,184.0,12.5%,62.0,24.0,12.0,19.0,38.71%,,,,,,,,,,,,,,,,,,,,,,,
104,Joshua Norris,OTT,22,F,66,35,20,55,16,-7.0,18:34,14:46,3:13,0:34,19,16,0,8,1,13.0,7.0,0.0,1.0,0.0,32.0,23.0,0.0,9,1,41.8%,1.713,0.979,2.691,1.169,0.8,1.969,4.5,1.969,6.468,0.53,0.303,0.833,172.0,20.4%,79.0,44.0,529.0,507.0,51.06%,,,,,,,,,,,,,,,,,,,,,,,
127,Anthony DeAngelo,CAR,26,D,64,10,41,51,56,30.0,19:48,16:37,3:02,0:08,8,2,0,2,0,23.0,18.0,0.0,7.0,2.0,31.0,20.0,0.0,9,2,39.2%,0.473,1.941,2.414,0.451,1.297,1.749,0.616,5.54,6.155,0.156,0.641,0.797,151.0,6.6%,41.0,59.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
132,Moritz Seider,DET,20,D,82,7,43,50,34,-9.0,23:02,18:15,2:53,1:53,5,2,0,4,2,22.0,19.0,2.0,6.0,2.0,27.0,21.0,2.0,10,4,42.0%,0.222,1.366,1.588,0.2,0.881,1.082,0.506,4.81,5.316,0.085,0.524,0.61,187.0,3.7%,151.0,161.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
145,Zachary Werenski,CBJ,24,D,68,11,37,48,22,-15.0,25:39,20:53,3:13,1:33,7,4,0,2,0,26.0,10.0,1.0,7.0,5.0,33.0,14.0,1.0,9,5,29.2%,0.378,1.272,1.65,0.296,1.098,1.394,1.096,2.741,3.837,0.162,0.544,0.706,216.0,5.1%,33.0,95.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
163,Anton Lundell,FLA,20,F,65,18,26,44,18,33.0,15:44,12:40,0:41,2:22,16,1,1,4,0,20.0,3.0,3.0,1.0,0.0,36.0,4.0,4.0,5,0,9.1%,1.056,1.525,2.581,1.165,1.456,2.621,1.347,4.042,5.389,0.277,0.4,0.677,125.0,14.4%,26.0,56.0,334.0,414.0,44.65%,,,,,,,,,,,,,,,,,,,,,,,
167,Joshua Bailey,NYI,32,F,74,14,30,44,6,-7.0,16:53,14:15,1:32,1:05,12,2,0,1,0,21.0,9.0,0.0,7.0,0.0,33.0,11.0,0.0,8,0,25.0%,0.672,1.44,2.112,0.683,1.194,1.877,1.049,4.721,5.77,0.189,0.405,0.595,87.0,16.1%,19.0,26.0,43.0,67.0,39.09%,,,,,,,,,,,,,,,,,,,,,,,
170,Mackenzie Weegar,FLA,27,D,80,8,36,44,81,40.0,23:22,19:56,0:39,2:46,6,1,1,2,0,33.0,2.0,1.0,3.0,3.0,39.0,3.0,2.0,5,3,6.8%,0.257,1.155,1.412,0.226,1.241,1.467,1.132,2.263,3.395,0.1,0.45,0.55,203.0,3.9%,179.0,156.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
172,Evgeny Dadonov,VGK,32,F,78,20,23,43,18,4.0,15:48,13:25,2:22,0:00,15,5,0,4,2,20.0,3.0,0.0,4.0,1.0,35.0,8.0,0.0,8,3,18.6%,0.974,1.12,2.093,0.859,1.146,2.005,1.617,0.97,2.586,0.256,0.295,0.551,177.0,11.3%,65.0,25.0,1.0,4.0,20.00%,,,,,,,,,,,,,,,,,,,,,,,
182,Dawson Mercer,NJD,20,F,82,17,25,42,28,-25.0,16:32,14:21,1:53,0:18,14,2,1,2,0,21.0,3.0,1.0,1.0,0.0,35.0,5.0,2.0,3,0,11.9%,0.752,1.106,1.858,0.714,1.07,1.784,0.777,1.165,1.941,0.207,0.305,0.512,154.0,11.0%,26.0,35.0,209.0,381.0,35.42%,,,,,,,,,,,,,,,,,,,,,,,
190,Seth Jarvis,CAR,19,F,68,17,23,40,18,11.0,13:52,12:30,1:21,0:00,15,2,0,4,1,19.0,4.0,0.0,6.0,0.0,34.0,6.0,0.0,10,1,15.0%,1.081,1.463,2.544,1.058,1.34,2.398,1.302,2.604,3.907,0.25,0.338,0.588,110.0,15.5%,69.0,21.0,11.0,14.0,44.00%,,,,,,,,,,,,,,,,,,,,,,,
210,Mikhail Sergachyov,TBL,23,D,78,7,31,38,59,6.0,22:28,18:51,1:31,2:05,6,1,0,1,0,24.0,6.0,1.0,8.0,2.0,30.0,7.0,1.0,9,2,18.4%,0.24,1.061,1.301,0.245,0.979,1.224,0.506,3.033,3.539,0.09,0.397,0.487,149.0,4.7%,139.0,123.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
217,Alexander Wennberg,SEA,27,F,80,11,26,37,28,-26.0,17:50,14:59,2:04,0:46,9,2,0,2,0,21.0,4.0,1.0,6.0,1.0,30.0,6.0,1.0,8,1,16.2%,0.462,1.093,1.555,0.45,1.051,1.502,0.724,1.447,2.171,0.138,0.325,0.463,95.0,11.6%,47.0,44.0,555.0,635.0,46.64%,,,,,,,,,,,,,,,,,,,,,,,
225,Jesse Puljujärvi,EDM,23,F,65,14,22,36,20,22.0,16:13,14:45,1:28,0:00,10,4,0,1,0,19.0,3.0,0.0,1.0,0.0,29.0,7.0,0.0,2,0,19.4%,0.796,1.251,2.048,0.626,1.189,1.814,2.515,1.886,4.401,0.215,0.338,0.554,160.0,8.8%,81.0,15.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
231,Andreas Johnson,NJD,27,F,71,13,22,35,30,4.0,14:21,13:12,1:04,0:04,12,1,0,0,0,22.0,0.0,0.0,2.0,0.0,34.0,1.0,0.0,2,0,2.9%,0.765,1.294,2.059,0.768,1.407,2.175,0.79,0.0,0.79,0.183,0.31,0.493,114.0,11.4%,64.0,22.0,4.0,10.0,28.57%,,,,,,,,,,,,,,,,,,,,,,,
269,Cole Sillinger,CBJ,18,F,79,16,15,31,37,-22.0,13:41,12:24,0:51,0:25,16,0,0,3,0,13.0,2.0,0.0,1.0,1.0,29.0,2.0,0.0,4,1,6.5%,0.887,0.832,1.719,0.979,0.795,1.774,0.0,1.782,1.782,0.203,0.19,0.392,148.0,10.8%,98.0,43.0,362.0,417.0,46.47%,,,,,,,,,,,,,,,,,,,,,,,
272,Denis Guryanov,DAL,24,F,73,11,20,31,16,2.0,14:11,12:12,1:58,0:00,7,4,0,2,1,17.0,3.0,0.0,2.0,0.0,24.0,7.0,0.0,4,1,22.6%,0.637,1.159,1.796,0.471,1.144,1.615,1.669,1.252,2.921,0.151,0.274,0.425,144.0,7.6%,67.0,32.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
273,Michael Matheson,PIT,27,D,74,11,20,31,33,12.0,18:47,17:50,0:42,0:14,11,0,0,5,0,18.0,2.0,0.0,3.0,0.0,29.0,2.0,0.0,8,0,6.5%,0.474,0.863,1.337,0.5,0.818,1.317,0.0,2.284,2.284,0.149,0.27,0.419,140.0,7.9%,97.0,81.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
279,Nicklas Bäckström,WSH,34,F,47,6,25,31,12,-8.0,17:29,13:42,3:40,0:06,5,1,0,1,1,12.0,13.0,0.0,4.0,0.0,17.0,14.0,0.0,5,1,45.2%,0.438,1.825,2.263,0.466,1.117,1.583,0.348,4.52,4.867,0.128,0.532,0.66,68.0,8.8%,16.0,16.0,301.0,348.0,46.38%,,,,,,,,,,,,,,,,,,,,,,,
285,Calle Järnkrok,CGY,30,F,66,12,18,30,6,-14.0,16:02,13:01,1:54,1:06,10,2,0,1,0,14.0,4.0,0.0,3.0,1.0,24.0,6.0,0.0,4,1,20.0%,0.68,1.02,1.701,0.698,0.977,1.675,0.952,1.904,2.856,0.182,0.273,0.455,101.0,11.9%,38.0,17.0,239.0,228.0,51.18%,,,,,,,,,,,,,,,,,,,,,,,
293,Isac Lundeström,ANA,22,F,80,16,13,29,8,-3.0,15:29,13:08,0:26,1:54,12,0,4,3,0,13.0,0.0,0.0,2.0,0.0,25.0,0.0,4.0,5,0,0.0%,0.775,0.63,1.405,0.685,0.742,1.427,0.0,0.0,0.0,0.2,0.163,0.363,83.0,19.3%,38.0,55.0,391.0,488.0,44.48%,,,,,,,,,,,,,,,,,,,,,,,
299,Patric Hörnqvist,FLA,34,F,65,11,17,28,19,-5.0,12:40,10:33,2:06,0:00,8,3,0,0,0,13.0,4.0,0.0,3.0,0.0,21.0,7.0,0.0,3,0,25.0%,0.801,1.239,2.04,0.7,1.137,1.837,1.31,1.746,3.056,0.169,0.262,0.431,165.0,6.7%,112.0,23.0,8.0,13.0,38.10%,,,,,,,,,,,,,,,,,,,,,,,
301,Teodors Blueger,PIT,27,F,65,9,19,28,10,12.0,15:01,12:41,0:04,2:14,8,0,1,0,0,18.0,0.0,1.0,0.0,0.0,26.0,0.0,2.0,0,0,0.0%,0.553,1.168,1.721,0.582,1.309,1.891,0.0,0.0,0.0,0.138,0.292,0.431,93.0,9.7%,87.0,32.0,357.0,315.0,53.13%,,,,,,,,,,,,,,,,,,,,,,,
308,T.J. Brodie,TOR,31,D,82,4,24,28,34,20.0,21:18,18:51,0:10,2:16,4,0,0,0,0,21.0,1.0,2.0,5.0,1.0,25.0,1.0,2.0,5,1,3.6%,0.137,0.824,0.961,0.155,0.815,0.97,0.0,4.128,4.128,0.049,0.293,0.341,68.0,5.9%,53.0,106.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
312,Arthur Kaliyev,LAK,20,F,80,14,13,27,37,-3.0,12:38,10:42,1:56,0:00,8,6,0,2,0,10.0,3.0,0.0,4.0,0.0,18.0,9.0,0.0,6,0,33.3%,0.83,0.771,1.601,0.56,0.7,1.26,2.327,1.163,3.49,0.175,0.163,0.338,194.0,7.2%,31.0,12.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
313,Patrick Maroon,TBL,33,F,81,11,16,27,134,20.0,12:23,11:05,1:17,0:00,8,3,0,0,0,13.0,3.0,0.0,4.0,0.0,21.0,6.0,0.0,4,0,22.2%,0.657,0.956,1.613,0.534,0.868,1.402,1.714,1.714,3.429,0.136,0.198,0.333,102.0,10.8%,160.0,11.0,15.0,15.0,50.00%,,,,,,,,,,,,,,,,,,,,,,,
317,Mathew Dumba,MIN,27,D,57,7,20,27,47,9.0,23:05,19:19,1:44,2:01,6,1,0,1,0,16.0,4.0,0.0,4.0,0.0,22.0,5.0,0.0,5,0,18.5%,0.319,0.912,1.231,0.327,0.871,1.198,0.604,2.417,3.021,0.123,0.351,0.474,116.0,6.0%,114.0,84.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
320,Chris Wideman,MTL,31,D,64,4,23,27,67,-25.0,14:52,12:20,2:29,0:02,4,0,0,1,0,11.0,12.0,0.0,2.0,0.0,15.0,12.0,0.0,3,0,44.4%,0.252,1.449,1.702,0.304,0.835,1.139,0.0,4.53,4.53,0.063,0.359,0.422,76.0,5.3%,44.0,46.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
321,Sean Durzi,LAK,23,D,64,3,24,27,55,-9.0,19:35,15:52,2:28,1:15,1,2,0,0,0,10.0,13.0,1.0,3.0,1.0,11.0,15.0,1.0,3,1,55.6%,0.144,1.148,1.292,0.059,0.591,0.65,0.758,4.925,5.683,0.047,0.375,0.422,119.0,2.5%,74.0,121.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
324,Vasili Podkolzin,VAN,20,F,79,14,12,26,26,7.0,12:47,12:04,0:38,0:04,12,2,0,3,0,11.0,1.0,0.0,2.0,0.0,23.0,3.0,0.0,5,0,11.5%,0.831,0.712,1.544,0.755,0.692,1.447,2.347,1.173,3.52,0.177,0.152,0.329,115.0,12.2%,84.0,33.0,8.0,11.0,42.11%,,,,,,,,,,,,,,,,,,,,,,,
327,David Kämpf,TOR,26,F,82,11,15,26,20,12.0,15:15,12:42,0:04,2:29,9,0,2,1,0,13.0,0.0,2.0,2.0,0.0,22.0,0.0,4.0,3,0,0.0%,0.527,0.719,1.246,0.518,0.749,1.267,0.0,0.0,0.0,0.134,0.183,0.317,102.0,10.8%,80.0,26.0,616.0,549.0,52.88%,,,,,,,,,,,,,,,,,,,,,,,
333,Vince Hinostroza,BUF,27,F,62,13,12,25,24,-11.0,13:52,13:18,0:10,0:24,12,1,0,2,0,12.0,0.0,0.0,2.0,0.0,24.0,1.0,0.0,4,0,4.0%,0.907,0.837,1.744,0.872,0.872,1.745,5.341,0.0,5.341,0.21,0.194,0.403,92.0,14.1%,25.0,13.0,12.0,16.0,42.86%,,,,,,,,,,,,,,,,,,,,,,,
336,Mattias Janmark-Nylén,VGK,29,F,67,9,16,25,21,3.0,14:20,12:37,0:31,1:10,7,0,2,1,0,15.0,0.0,1.0,3.0,0.0,22.0,0.0,3.0,4,0,0.0%,0.562,0.999,1.561,0.496,1.064,1.56,0.0,0.0,0.0,0.134,0.239,0.373,89.0,10.1%,19.0,28.0,11.0,16.0,40.74%,,,,,,,,,,,,,,,,,,,,,,,
344,Barrett Hayton,ARI,21,F,60,10,14,24,20,-8.0,16:07,13:06,1:32,1:27,8,2,0,1,0,11.0,3.0,0.0,3.0,1.0,19.0,5.0,0.0,4,1,20.8%,0.62,0.869,1.489,0.61,0.839,1.449,1.3,1.95,3.25,0.167,0.233,0.4,82.0,12.2%,84.0,33.0,415.0,447.0,48.14%,,,,,,,,,,,,,,,,,,,,,,,
352,Dmitri Kulikov,MIN,31,D,80,7,17,24,39,23.0,18:11,16:05,0:09,1:56,7,0,0,2,1,17.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,5,1,0.0%,0.289,0.701,0.989,0.326,0.792,1.118,0.0,0.0,0.0,0.088,0.213,0.3,74.0,9.5%,100.0,103.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
363,Oscar Sundqvist,DET,27,F,59,8,15,23,29,5.0,13:59,11:40,0:32,1:47,8,0,0,1,0,15.0,0.0,0.0,2.0,0.0,23.0,0.0,0.0,3,0,0.0%,0.581,1.09,1.671,0.697,1.307,2.004,0.0,0.0,0.0,0.136,0.254,0.39,70.0,11.4%,70.0,29.0,75.0,107.0,41.21%,,,,,,,,,,,,,,,,,,,,,,,
366,Anton Strålman,ARI,35,D,74,8,15,23,12,-16.0,21:20,18:16,0:08,2:56,8,0,0,1,0,15.0,0.0,0.0,3.0,0.0,23.0,0.0,0.0,4,0,0.0%,0.304,0.57,0.874,0.355,0.666,1.021,0.0,0.0,0.0,0.108,0.203,0.311,95.0,8.4%,99.0,100.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
367,Timothy Liljegren,TOR,22,D,61,5,18,23,14,15.0,16:24,15:02,0:17,1:03,4,1,0,0,0,17.0,1.0,0.0,0.0,0.0,21.0,2.0,0.0,0,0,8.7%,0.3,1.079,1.379,0.261,1.111,1.373,3.39,3.39,6.78,0.082,0.295,0.377,79.0,6.3%,87.0,60.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
372,Jonathan Dahlen,SJS,24,F,61,12,10,22,12,-25.0,13:47,11:59,1:47,0:01,9,3,0,2,0,6.0,4.0,0.0,1.0,1.0,15.0,7.0,0.0,3,1,31.8%,0.856,0.713,1.569,0.739,0.492,1.231,1.653,2.204,3.857,0.197,0.164,0.361,105.0,11.4%,16.0,34.0,0.0,1.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
375,Taylor Raddysh,CHI,23,F,74,11,11,22,10,1.0,12:20,10:34,1:16,0:28,7,3,1,1,0,10.0,1.0,0.0,2.0,0.0,17.0,4.0,1.0,3,0,18.2%,0.723,0.723,1.446,0.536,0.766,1.303,1.902,0.634,2.537,0.149,0.149,0.297,104.0,10.6%,103.0,21.0,6.0,10.0,37.50%,,,,,,,,,,,,,,,,,,,,,,,
379,Peyton Krebs,BUF,20,F,57,7,15,22,22,-26.0,14:35,12:22,2:04,0:06,7,0,0,2,0,5.0,10.0,0.0,3.0,0.0,12.0,10.0,0.0,5,0,45.5%,0.505,1.082,1.587,0.596,0.425,1.021,0.0,5.076,5.076,0.123,0.263,0.386,56.0,12.5%,25.0,8.0,61.0,112.0,35.26%,,,,,,,,,,,,,,,,,,,,,,,
381,Artyom Zub,OTT,26,D,81,6,16,22,60,1.0,21:02,18:54,0:15,1:51,6,0,0,0,0,16.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0,0,0.0%,0.211,0.563,0.775,0.235,0.627,0.862,0.0,0.0,0.0,0.074,0.198,0.272,92.0,6.5%,155.0,124.0,0.0,0.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
388,Brian Boyle,PIT,37,F,66,11,10,21,27,6.0,10:47,8:49,0:04,1:53,10,0,1,1,0,10.0,0.0,0.0,2.0,0.0,20.0,0.0,1.0,3,0,0.0%,0.927,0.843,1.769,1.03,1.03,2.061,0.0,0.0,0.0,0.167,0.152,0.318,87.0,12.6%,95.0,39.0,165.0,200.0,45.21%,,,,,,,,,,,,,,,,,,,,,,,
394,Zachary Sanford,WPG,27,F,80,9,12,21,50,-15.0,14:17,12:33,1:17,0:26,8,1,0,0,0,10.0,2.0,0.0,4.0,0.0,18.0,3.0,0.0,4,0,14.3%,0.472,0.629,1.101,0.478,0.597,1.075,0.58,1.159,1.739,0.113,0.15,0.263,104.0,8.7%,169.0,67.0,5.0,17.0,22.73%,,,,,,,,,,,,,,,,,,,,,,,
417,Michael Mcleod,NJD,23,F,77,6,14,20,52,-13.0,13:19,11:06,0:11,2:01,6,0,0,0,0,13.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0,0,0.0%,0.351,0.819,1.169,0.421,0.912,1.333,0.0,0.0,0.0,0.078,0.182,0.26,78.0,7.7%,145.0,34.0,604.0,451.0,57.25%,,,,,,,,,,,,,,,,,,,,,,,
435,Loui Eriksson,ARI,36,F,73,3,16,19,6,-18.0,12:55,11:25,0:12,1:17,2,0,1,0,0,15.0,1.0,0.0,4.0,0.0,17.0,1.0,1.0,4,0,5.3%,0.191,1.018,1.209,0.144,1.079,1.223,0.0,4.063,4.063,0.041,0.219,0.26,81.0,3.7%,17.0,23.0,20.0,16.0,55.56%,,,,,,,,,,,,,,,,,,,,,,,
440,Mike Amadio,VGK,25,F,56,11,7,18,15,1.0,12:09,11:55,0:03,0:10,11,0,0,2,0,7.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2,0,0.0%,0.969,0.617,1.586,0.988,0.629,1.617,0.0,0.0,0.0,0.196,0.125,0.321,64.0,17.2%,42.0,16.0,30.0,42.0,41.67%,,,,,,,,,,,,,,,,,,,,,,,
442,Nils Höglander,VAN,21,F,60,10,8,18,24,-7.0,13:06,12:05,0:59,0:00,9,1,0,0,0,6.0,2.0,0.0,0.0,0.0,15.0,3.0,0.0,0,0,16.7%,0.763,0.61,1.373,0.745,0.497,1.241,1.012,2.024,3.035,0.167,0.133,0.3,132.0,7.6%,41.0,16.0,0.0,1.0,0.00%,,,,,,,,,,,,,,,,,,,,,,,
444,Connor McMichael,WSH,20,F,68,9,9,18,10,-3.0,10:28,10:22,0:05,0:00,9,0,0,0,0,9.0,0.0,0.0,1.0,0.0,18.0,0.0,0.0,1,0,0.0%,0.759,0.759,1.517,0.766,0.766,1.532,0.0,0.0,0.0,0.132,0.132,0.265,105.0,8.6%,46.0,22.0,148.0,197.0,42.90%,,,,,,,,,,,,,,,,,,,,,,,
